Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Connector Types,Access Code,Facility Type,Total_Chargers,Has_Level1,Has_Level2,Has_DC_Fast,ZIP_int,zip_code_int,county_name,electricity_rate_per_kwh,rate_tier
South County Nissan,400 Automall Dr,Gilroy,CA,95020,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,95020,,Sacramento,0.3869,Medium
Glendale Nissan,727 S Brand Blvd,Glendale,CA,91204,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,91204,91204,Los Angeles,0.3,Low
Santa Barbara Nissan,425 S Kellogg Ave,Goleta,CA,93117,0.0,3.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,4.0,False,True,True,93117,,Los Angeles,0.3,Low
Hayward Nissan,24644 Mission Blvd,Hayward,CA,94544,0.0,2.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,94544,,San Francisco,0.4597,High
Pedder Nissan,200 Carriage Cir,Hemet,CA,92545,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,92545,,Orange,0.3869,Medium
Surf City Nissan,17331 Beach Blvd,Huntington Beach,CA,92647,0.0,2.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,92647,92647,Orange,0.3869,Medium
Nissan of Irvine,32 Auto Center Dr,Irvine,CA,92618,0.0,2.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,92618,92618,Orange,0.3869,Medium
Torre Nissan,79125 Highway 111,La Quinta,CA,92253,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,92253,92253,Riverside,0.3869,Medium
Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,0.0,1.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,2.0,False,True,True,90015,90015,Los Angeles,0.3,Low
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,90068,90068,Los Angeles,0.3,Low
Razzari Nissan,1675 Auto Center Dr,Merced,CA,95340,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,95340,,Sacramento,0.3869,Medium
Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,CA,91345,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,91345,91345,Los Angeles,0.3,Low
Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,95356,,Sacramento,0.3869,Medium
Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,CA,91763,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,91763,,Los Angeles,0.3,Low
Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,CA,92374,0.0,3.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,4.0,False,True,True,92374,,Orange,0.3869,Medium
Napa Nissan,510 Soscol Ave,Napa,CA,94559,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,94559,,San Francisco,0.4597,High
Mossy Nissan,2700 National City Blvd,National City,CA,91950,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,91950,,Los Angeles,0.3,Low
Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,0.0,2.0,3.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,5.0,False,True,True,92056,92056,San Diego,0.4597,High
Stadium Nissan,1140 W Katella Ave,Orange,CA,92867,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,92867,,Orange,0.3869,Medium
Team Nissan,1801 Auto Center Dr,Oxnard,CA,93036,0.0,1.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,2.0,False,True,True,93036,,Los Angeles,0.3,Low
Antelope Valley Nissan,451 Auto Center Dr,Palmdale,CA,93551,0.0,2.0,2.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,4.0,False,True,True,93551,,Los Angeles,0.3,Low
North Bay Nissan,1250 Auto Center Dr,Petaluma,CA,94952,0.0,4.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,5.0,False,True,True,94952,,San Francisco,0.4597,High
Mossy Nissan - Poway,14100 Poway Rd,Poway,CA,92064,0.0,1.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,2.0,False,True,True,92064,92064,San Diego,0.4597,High
Crown Nissan,300 E Cypress Ave,Redding,CA,96002,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,96002,,Sacramento,0.3869,Medium
Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,94806,,San Francisco,0.4597,High
Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,CA,92507,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,92507,,Orange,0.3869,Medium
Riverside Nissan,8330 Indiana Ave,Riverside,CA,92504,0.0,2.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,92504,,Orange,0.3869,Medium
Future Nissan of Roseville,600 Automall Dr,Roseville,CA,95661,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,95661,95661,Sacramento,0.3869,Medium
Nissan of Sacramento,2820 Auburn Blvd,Sacramento,CA,95821,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,95821,,Sacramento,0.3869,Medium
MY Nissan,222 Auto Center Cir,Salinas,CA,93907,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,93907,,Los Angeles,0.3,Low
Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,San Bernardino,CA,92408,0.0,1.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,2.0,False,True,True,92408,,Orange,0.3869,Medium
Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,92111,0.0,1.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,2.0,False,True,True,92111,,Orange,0.3869,Medium
Premier Nissan,1120 W Capitol Expy,San Jose,CA,95136,0.0,1.0,2.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,95136,,Sacramento,0.3869,Medium
Nissan of San Juan Capistrano,33633 Camino Capistrano,San Juan Capistrano,CA,92675,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,92675,92675,Orange,0.3869,Medium
San Leandro Nissan,1152 Marina Blvd,San Leandro,CA,94577,0.0,2.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,94577,,San Francisco,0.4597,High
Coast Nissan,12150 Los Osos Valley Rd,San Luis Obispo,CA,93405,0.0,4.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,5.0,False,True,True,93405,,Los Angeles,0.3,Low
Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,0.0,1.0,2.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,95051,,Sacramento,0.3869,Medium
Jim Bone Nissan,1275 Santa Rosa Ave,Santa Rosa,CA,95404,0.0,4.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,5.0,False,True,True,95404,,Sacramento,0.3869,Medium
Cardinale Nissan,1661 Del Monte Blvd,Seaside,CA,93955,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,93955,,Los Angeles,0.3,Low
Nissan of Van Nuys,5425 Van Nuys Blvd,Sherman Oaks,CA,91401,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,91401,91401,Los Angeles,0.3,Low
First Nissan,2325 1st St,Simi Valley,CA,93065,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,93065,,Los Angeles,0.3,Low
Nissan of Stockton,3077 E Hammer Ln,Stockton,CA,95212,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,95212,,Sacramento,0.3869,Medium
Temecula Nissan,41895 Motor Car Pkwy,Temecula,CA,92591,0.0,2.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,3.0,False,True,True,92591,,Orange,0.3869,Medium
Tracy Nissan,3195 N Naglee Rd,Tracy,CA,95304,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,95304,,Sacramento,0.3869,Medium
Nissan of Tustin,30 Auto Center Dr,Tustin,CA,92782,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,92782,,Orange,0.3869,Medium
Nissan of Vacaville,671 Orange Dr,Vacaville,CA,95687,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,95687,95687,Sacramento,0.3869,Medium
Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,94590,,San Francisco,0.4597,High
Valley Hi Nissan,15722 Valley Park Ln,Victorville,CA,92394,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,92394,,Orange,0.3869,Medium
Nissan of Visalia,830 S Ben Maddox Way,Visalia,CA,93292,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,93292,,Los Angeles,0.3,Low
West Covina Nissan,205 N Citrus St,West Covina,CA,91791,0.0,1.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,2.0,False,True,True,91791,,Los Angeles,0.3,Low
International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,San Diego,CA,92123,0.0,2.0,0.0,Non-Networked,J1772,private,OFFICE_BLDG,2.0,False,True,False,92123,,Orange,0.3869,Medium
Advanced Micro Devices Inc,2485 Augustine Dr,Santa Clara,CA,95054,0.0,14.0,0.0,Non-Networked,J1772,private,OFFICE_BLDG,14.0,False,True,False,95054,,Sacramento,0.3869,Medium
Marsh Street Parking Structure,871 Marsh St,San Luis Obispo,CA,93401,0.0,2.0,0.0,Non-Networked,J1772,public,PARKING_GARAGE,2.0,False,True,False,93401,,Los Angeles,0.3,Low
Malibu Country Mart,3835 Cross Creek Rd,Malibu,CA,90265,0.0,2.0,0.0,Non-Networked,J1772,public,SHOPPING_CENTER,2.0,False,True,False,90265,,Los Angeles,0.3,Low
Delta Electronics,46101 Fremont Blvd,Fremont,CA,94538,0.0,18.0,2.0,Non-Networked,CHADEMO J1772 J1772COMBO,private,OFFICE_BLDG,20.0,False,True,True,94538,,San Francisco,0.4597,High
EVSP WALGREENS STORE 11241,26531 Aliso Creek Rd,Aliso Viejo,CA,92656,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92656,92656,Orange,0.3869,Medium
CITY OF DUBLIN LIBRARY MIDDLE,200 Civic Plaza,Dublin,CA,94568,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94568,,San Francisco,0.4597,High
Amador Transit,115 Valley View Way,Sutter Creek,CA,95685,0.0,2.0,0.0,Non-Networked,J1772,public,TRAVEL_CENTER,2.0,False,True,False,95685,95685,Sacramento,0.3869,Medium
Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,San Francisco,CA,94118,9.0,2.0,0.0,Non-Networked,J1772 NEMA520,public,PAY_GARAGE,11.0,True,True,False,94118,,San Francisco,0.4597,High
Cupertino Electric,1132 N 7th St,San Jose,CA,95112,0.0,12.0,0.0,Non-Networked,J1772,public,UTILITY,12.0,False,True,False,95112,,Sacramento,0.3869,Medium
J.D. Power & Associates,30870 Russell Ranch Rd,Westlake Village,CA,91362,0.0,4.0,0.0,Non-Networked,J1772,private,OFFICE_BLDG,4.0,False,True,False,91362,91362,Los Angeles,0.3,Low
Nissan of Burlingame,101 California Dr,Burlingame,CA,94010,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,94010,,San Francisco,0.4597,High
Nissan of Burlingame,101 California Dr,Burlingame,CA,94010,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94010,,San Francisco,0.4597,High
CITYOF CAMPBELL 2NDST GARAGE UL,41 N 2nd St,Campbell,CA,95008,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95008,,Sacramento,0.3869,Medium
Dublin Nissan,6450 Dublin Ct,Dublin,CA,94568,0.0,4.0,1.0,Non-Networked,CHADEMO J1772,public,CAR_DEALER,5.0,False,True,True,94568,,San Francisco,0.4597,High
Dublin Nissan,6450 Dublin Ct,Dublin,CA,94568,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94568,,San Francisco,0.4597,High
Stone Brewing World Bistro & Gardens,1999 Citracado Pkwy,Escondido,CA,92029,0.0,2.0,0.0,Non-Networked,J1772,public,RESTAURANT,2.0,False,True,False,92029,92029,San Diego,0.4597,High
Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,CA,94533,0.0,2.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,3.0,False,True,True,94533,,San Francisco,0.4597,High
Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,CA,94533,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94533,,San Francisco,0.4597,High
Renaissance Indian Wells Resort & Spa,44400 Indian Wells Ln,Indian Wells,CA,92210,0.0,2.0,0.0,Non-Networked,J1772,public,HOTEL,2.0,False,True,False,92210,92210,Riverside,0.3869,Medium
OMP Sanders Rubbercraft,3701 Conant St,Long Beach,CA,90808,0.0,1.0,0.0,Non-Networked,J1772,private,OFFICE_BLDG,1.0,False,True,False,90808,,Los Angeles,0.3,Low
LA County Museum of Art,5905 Wilshire Blvd,Los Angeles,CA,90036,0.0,15.0,0.0,POWERFLEX,J1772,public,MUSEUM,15.0,False,True,False,90036,90036,Los Angeles,0.3,Low
Empire Nissan,1377 Kettering Loop,Ontario,CA,91761,0.0,1.0,1.0,Non-Networked,CHADEMO J1772 J1772COMBO,public,CAR_DEALER,2.0,False,True,True,91761,,Los Angeles,0.3,Low
Empire Nissan,1377 Kettering Loop,Ontario,CA,91761,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91761,,Los Angeles,0.3,Low
City of Rancho Cucamonga - Animal Care & Adoption Center,11780 Arrow Rt,Rancho Cucamonga,CA,91730,0.0,1.0,0.0,Non-Networked,J1772,public,OFFICE_BLDG,1.0,False,True,False,91730,,Los Angeles,0.3,Low
Toyota/Subaru of Santa Cruz,4200 Auto Plaza Dr,Capitola,CA,95010,0.0,6.0,0.0,Non-Networked,J1772,private,CAR_DEALER,6.0,False,True,False,95010,,Sacramento,0.3869,Medium
Antioch Nissan,1831 Auto Center Dr,Antioch,CA,94509,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94509,,San Francisco,0.4597,High
Nissan of Bakersfield,2800 Pacheco Rd,Bakersfield,CA,93313,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,93313,,Los Angeles,0.3,Low
Buena Park Nissan,6501 Auto Center Dr,Buena Park,CA,90621,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,90621,,Los Angeles,0.3,Low
Carson Nissan,1505 E 223rd St,Carson,CA,90745,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,90745,,Los Angeles,0.3,Low
Palm Springs Nissan,68177 Kyle Rd,Cathedral City,CA,92234,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92234,92234,Riverside,0.3869,Medium
Cerritos Nissan,18707 Studebaker Rd,Cerritos,CA,90703,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,90703,,Los Angeles,0.3,Low
Chico Nissan,575 Manzanita Ave,Chico,CA,95926,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95926,,Sacramento,0.3869,Medium
Puente Hills Nissan,17320 E Gale Ave,City of Industry,CA,91748,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91748,,Los Angeles,0.3,Low
Lithia Nissan - Clovis,370 W Herndon Ave,Clovis,CA,93612,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,93612,,Los Angeles,0.3,Low
Nissan of Serramonte,1500 Collins Ave,Colma,CA,94014,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94014,,San Francisco,0.4597,High
Autocom Nissan - Concord,1290 Concord Ave,Concord,CA,94520,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94520,,San Francisco,0.4597,High
Larry H Miller Nissan,2575 Wardlow Rd,Corona,CA,92882,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92882,,Orange,0.3869,Medium
Orange Coast Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92626,92626,Orange,0.3869,Medium
Hanlees Nissan,5009 Chiles Rd,Davis,CA,95618,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95618,95618,Sacramento,0.3869,Medium
Downey Nissan,7321 Firestone Blvd,Downey,CA,90241,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,90241,,Los Angeles,0.3,Low
Nissan of Duarte,1434 Buena Vista St,Duarte,CA,91010,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91010,91010,Los Angeles,0.3,Low
Mossy Nissan - El Cajon,1170 W Main St,El Cajon,CA,92020,0.0,1.0,2.0,Non-Networked,CHADEMO J1772 J1772COMBO,private,CAR_DEALER,3.0,False,True,True,92020,92020,San Diego,0.4597,High
Mossy Nissan - Escondido,1546 Auto Park Way,Escondido,CA,92029,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92029,92029,San Diego,0.4597,High
McCrea Nissan,601 7th St,Eureka,CA,95501,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95501,,Sacramento,0.3869,Medium
Tracy Nissan,3195 N Naglee Rd,Tracy,CA,95304,0.0,1.0,2.0,Non-Networked,CHADEMO J1772 J1772COMBO,private,CAR_DEALER,3.0,False,True,True,95304,,Sacramento,0.3869,Medium
Nissan of Tustin,30 Auto Center Dr,Tustin,CA,92782,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92782,,Orange,0.3869,Medium
Nissan of Vacaville,671 Orange Dr,Vacaville,CA,95687,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95687,95687,Sacramento,0.3869,Medium
Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94590,,San Francisco,0.4597,High
Nissan of Van Nuys,5425 Van Nuys Blvd,Sherman Oaks,CA,91401,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91401,91401,Los Angeles,0.3,Low
Valley Hi Nissan,15722 Valley Park Ln,Victorville,CA,92394,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92394,,Orange,0.3869,Medium
Nissan of Visalia,830 S Ben Maddox Way,Visalia,CA,93292,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,93292,,Los Angeles,0.3,Low
West Covina Nissan,205 N Citrus St,West Covina,CA,91791,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91791,,Los Angeles,0.3,Low
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,90068,90068,Los Angeles,0.3,Low
Razzari Nissan,1675 Auto Center Dr,Merced,CA,95340,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95340,,Sacramento,0.3869,Medium
Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,CA,91345,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91345,91345,Los Angeles,0.3,Low
Central Valley Nissan,4530 McHenry Ave,Modesto,CA,95356,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95356,,Sacramento,0.3869,Medium
Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,CA,91763,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91763,,Los Angeles,0.3,Low
Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,90015,90015,Los Angeles,0.3,Low
Napa Nissan,510 Soscol Ave,Napa,CA,94559,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94559,,San Francisco,0.4597,High
Premier Nissan,1120 W Capitol Expy,San Jose,CA,95136,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95136,,Sacramento,0.3869,Medium
Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,CA,95051,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95051,,Sacramento,0.3869,Medium
Santa Maria Nissan,1001 E Battles Rd,Santa Maria,CA,93454,0.0,2.0,0.0,Non-Networked,J1772,public,CAR_DEALER,2.0,False,True,False,93454,,Los Angeles,0.3,Low
First Nissan,2325 1st St,Simi Valley,CA,93065,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,93065,,Los Angeles,0.3,Low
Mossy Nissan,2700 National City Blvd,National City,CA,91950,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,91950,,Los Angeles,0.3,Low
Team Nissan,1801 Auto Center Dr,Oxnard,CA,93036,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,93036,,Los Angeles,0.3,Low
Antelope Valley Nissan,451 Auto Center Dr,Palmdale,CA,93551,0.0,2.0,0.0,Non-Networked,J1772,private,CAR_DEALER,2.0,False,True,False,93551,,Los Angeles,0.3,Low
Mossy Nissan - Poway,14100 Poway Rd,Poway,CA,92064,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92064,92064,San Diego,0.4597,High
Crown Nissan,300 E Cypress Ave,Redding,CA,96002,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,96002,,Sacramento,0.3869,Medium
Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,CA,92374,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92374,,Orange,0.3869,Medium
Boardwalk Nissan,1 Bair Island Rd,Redwood City,CA,94063,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94063,,San Francisco,0.4597,High
Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,94806,,San Francisco,0.4597,High
Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,CA,92507,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92507,,Orange,0.3869,Medium
Nissan of Sacramento,2820 Auburn Blvd,Sacramento,CA,95821,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95821,,Sacramento,0.3869,Medium
Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,San Bernardino,CA,92408,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92408,,Orange,0.3869,Medium
Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,92111,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92111,,Orange,0.3869,Medium
Pacific Nissan,4433 Mission Bay Dr,San Diego,CA,92109,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92109,,Orange,0.3869,Medium
Riverside Nissan,8330 Indiana Ave,Riverside,CA,92504,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,92504,,Orange,0.3869,Medium
Future Nissan of Roseville,600 Automall Dr,Roseville,CA,95661,0.0,1.0,0.0,Non-Networked,J1772,private,CAR_DEALER,1.0,False,True,False,95661,95661,Sacramento,0.3869,Medium
CITY OF COTATI COMMUNITYCENTR2,216 E School St,Cotati,CA,94931,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94931,,San Francisco,0.4597,High
